link,views,likes
https://ted.com/talks/brendan_constantine_the_opposites_game,481000,14000
https://ted.com/talks/miguel_alcubierre_como_podriamos_viajar_mas_rapido_que_la_velocidad_de_la_luz,644000,19000
https://ted.com/talks/holley_moyes_how_darkness_influences_imagination,25000,766
https://ted.com/talks/dragana_rogulja_how_artificial_light_affects_our_health,28000,842
https://ted.com/talks/diane_knutson_why_we_need_darkness,41000,1200
https://ted.com/talks/bjarke_ingels_floating_cities_the_lego_house_and_other_architectural_forms_of_the_future,1200000,36000
https://ted.com/talks/william_butler_yeats_the_second_coming,309000,9200
https://ted.com/talks/roger_hanlon_the_amazing_brains_and_morphing_skin_of_octopuses_and_other_cephalopods,932000,27000
https://ted.com/talks/reniqua_allen_the_story_we_tell_about_millennials_and_who_we_leave_out,2200000,67000
https://ted.com/talks/andrea_gibson_the_nutritionist,255000,7600
https://ted.com/talks/alex_gendler_why_should_you_read_the_master_and_margarita,582000,17000
https://ted.com/talks/erika_hamden_what_it_takes_to_launch_a_telescope,1800000,56000
https://ted.com/talks/baratunde_thurston_how_to_deconstruct_racism_one_headline_at_a_time,5300000,160000
https://ted.com/talks/maeve_higgins_why_the_good_immigrant_is_a_bad_narrative,17000,533
https://ted.com/talks/galit_ariel_how_ar_can_make_us_feel_more_connected_to_the_world,13000,400
https://ted.com/talks/beth_mortimer_and_tarje_nissen_meyer_the_enigmatic_language_of_elephants,9600,288
https://ted.com/talks/nivruti_rai_an_open_source_database_to_create_guardian_angel_ai,10000,302
https://ted.com/talks/chitra_aiyar_how_to_build_community_when_you_feel_isolated,45000,1300
https://ted.com/talks/stephen_doyle_art_that_brings_words_to_life,14000,435
https://ted.com/talks/neha_madhira_and_haley_stack_why_student_journalists_should_be_protected_from_censorship,9600,288
https://ted.com/talks/simona_abdallah_beats_that_break_barriers,7000,210
https://ted.com/talks/flor_de_toloache_ruisenor_no_hay_vuelta_atras,2800,85
https://ted.com/talks/ayanna_howard_why_we_need_to_build_robots_we_can_trust,9000,272
https://ted.com/talks/rev_william_barber_and_rev_liz_theoharis_a_call_for_a_moral_revival,12000,377
https://ted.com/talks/ane_brun_it_all_starts_with_one_you_light_my_fire,8000,242
https://ted.com/talks/claire_simeone_the_lovable_and_lethal_sea_lion,450000,13000
https://ted.com/talks/morgan_vague_these_bacteria_eat_plastic,2300000,70000
https://ted.com/talks/safia_elhillo_to_make_use_of_water,333000,9900
https://ted.com/talks/kate_e_brandt_a_world_without_waste,35000,1000
https://ted.com/talks/shunan_teng_the_chinese_myth_of_the_white_snake_and_the_meddling_monk,2200000,66000
https://ted.com/talks/jarrell_daniels_what_prosecutors_and_incarcerated_people_can_learn_from_each_other,2000000,60000
https://ted.com/talks/scott_nguyen_solar_energy_can_help_put_power_back_in_the_hands_of_the_people,10000,326
https://ted.com/talks/america_ferrera_my_identity_is_a_superpower_not_an_obstacle,3000000,91000
https://ted.com/talks/austin_eubanks_what_surviving_the_columbine_shooting_taught_me_about_pain,797000,23000
https://ted.com/talks/liz_powers_a_new_way_to_define_self_worth,42000,1200
https://ted.com/talks/janne_willems_why_i_ask_strangers_to_draw_their_memories,57000,1700
https://ted.com/talks/wendell_pierce_theater_healed_my_community_after_hurricane_katrina,9200,276
https://ted.com/talks/winnie_harlow_how_i_define_beauty,1400000,43000
https://ted.com/talks/jess_thom_how_i_turned_my_tourette_s_tics_into_art,613000,18000
https://ted.com/talks/hamdi_ulukaya_the_anti_ceo_playbook,4300000,129000
https://ted.com/talks/bruce_friedrich_the_next_global_agricultural_revolution,2400000,72000
https://ted.com/talks/jeff_leek_and_lucy_mcgowan_can_you_spot_the_problem_with_these_headlines_level_1,436000,13000
https://ted.com/talks/lucy_cooke_sloths_the_strange_life_of_the_world_s_slowest_mammal,640000,19000
https://ted.com/talks/joshua_w_pate_the_mysterious_science_of_pain,1600000,49000
https://ted.com/talks/brittany_packnett_cunningham_how_to_build_your_confidence_and_spark_it_in_others,6500000,195000
https://ted.com/talks/katie_hood_the_difference_between_healthy_and_unhealthy_love,9300000,281000
https://ted.com/talks/fabio_pacucci_can_a_black_hole_be_destroyed,1700000,51000
https://ted.com/talks/arnav_kapur_how_ai_could_become_an_extension_of_your_mind,747000,22000
https://ted.com/talks/suchitra_krishnan_sarin_what_you_should_know_about_vaping_and_e_cigarettes,2700000,82000
https://ted.com/talks/alex_gendler_why_should_you_read_crime_and_punishment,2800000,86000
https://ted.com/talks/carson_bruns_could_a_tattoo_help_you_stay_healthy,719000,21000
https://ted.com/talks/sajan_saini_how_do_self_driving_cars_see,459000,13000
https://ted.com/talks/doug_roble_digital_humans_that_look_just_like_us,697000,20000
https://ted.com/talks/matt_walker_sleep_is_your_superpower,15000000,450000
https://ted.com/talks/michael_arntfield_how_you_can_help_solve_cold_cases,16000,490
https://ted.com/talks/kay_almere_read_the_aztec_myth_of_the_unlikeliest_sun_god,1700000,52000
https://ted.com/talks/sabine_doebel_how_your_brain_s_executive_function_works_and_how_to_improve_it,4500000,135000
https://ted.com/talks/wajahat_ali_the_case_for_having_kids,2200000,66000
https://ted.com/talks/halla_tomasdottir_and_bryn_freedman_the_crisis_of_leadership_and_a_new_way_forward,2400000,73000
https://ted.com/talks/shunan_teng_the_chinese_myth_of_the_immortal_white_snake,5100000,154000
https://ted.com/talks/eric_liu_how_to_revive_your_belief_in_democracy,1900000,58000
https://ted.com/talks/kirsti_abbott_the_ants_that_run_the_world,15000,462
https://ted.com/talks/yuko_munakata_why_most_parenting_advice_is_wrong,754000,22000
https://ted.com/talks/amber_m_yates_how_this_disease_changes_the_shape_of_your_cells,1100000,33000
https://ted.com/talks/ivan_poupyrev_everything_around_you_can_become_a_computer,607000,18000
https://ted.com/talks/denice_frohman_accents,330000,9900
https://ted.com/talks/guy_harvey_painting_sharks_for_science,35000,1000
https://ted.com/talks/es_devlin_mind_blowing_stage_sculptures_that_fuse_music_and_technology,673000,20000
https://ted.com/talks/joanne_chory_how_supercharged_plants_could_slow_climate_change,2100000,64000
https://ted.com/talks/iseult_gillespie_why_is_this_painting_so_shocking,761000,22000
https://ted.com/talks/michele_wucker_why_we_ignore_obvious_problems_and_how_to_act_on_them,2500000,75000
https://ted.com/talks/yana_buhrer_tavanier_how_to_recover_from_activism_burnout,1800000,56000
https://ted.com/talks/hannah_gadsby_three_ideas_three_contradictions_or_not,3100000,95000
https://ted.com/talks/oliver_elfenbaum_how_does_the_stock_market_work,6000000,182000
https://ted.com/talks/elizabeth_dunn_helping_others_makes_us_happier_but_it_matters_how_we_do_it,4099999,123000
https://ted.com/talks/daniel_finkel_can_you_solve_the_cuddly_duddly_fuddly_wuddly_riddle,2600000,79000
https://ted.com/talks/kim_gorgens_the_surprising_connection_between_brain_injuries_and_crime,3400000,103000
https://ted.com/talks/silvia_moreno_garcia_titan_of_terror_the_dark_imagination_of_h_p_lovecraft,1900000,58000
https://ted.com/talks/sajan_saini_the_hidden_network_that_makes_the_internet_possible,814000,24000
https://ted.com/talks/christian_moro_the_surprising_reason_our_muscles_get_tired,4600000,138000
https://ted.com/talks/michelle_brown_what_is_a_butt_tuba_and_why_is_it_in_medieval_art,925000,27000
https://ted.com/talks/tomas_chor_turbulence_one_of_the_great_unsolved_mysteries_of_physics,1300000,39000
https://ted.com/talks/leah_georges_how_generational_stereotypes_hold_us_back_at_work,2600000,78000
https://ted.com/talks/david_r_liu_can_we_cure_genetic_diseases_by_rewriting_dna,2300000,70000
https://ted.com/talks/romain_lacombe_a_personal_air_quality_tracker_that_lets_you_know_what_you_re_breathing,1800000,55000
https://ted.com/talks/danielle_n_lee_how_hip_hop_helps_us_understand_science,2000000,61000
https://ted.com/talks/sheperd_doeleman_inside_the_black_hole_image_that_made_history,3600000,108000
https://ted.com/talks/jack_dorsey_how_twitter_needs_to_change,2300000,70000
https://ted.com/talks/sarvesh_subramanian_an_app_that_predicts_the_impact_of_global_climate_change,42000,1200
https://ted.com/talks/amanda_gorman_using_your_voice_is_a_political_choice,2000000,60000
https://ted.com/talks/carole_cadwalladr_facebook_s_role_in_brexit_and_the_threat_to_democracy,4300000,129000
https://ted.com/talks/christoph_keplinger_the_artificial_muscles_that_will_power_robots_of_the_future,556000,16000
https://ted.com/talks/chika_okoro_how_colorism_shapes_our_standards_of_beauty,1100000,35000
https://ted.com/talks/harald_eia_where_in_the_world_is_it_easiest_to_get_rich,2000000,61000
https://ted.com/talks/maria_golubeva_why_medieval_politics_was_nothing_like_game_of_thrones,22000,677
https://ted.com/talks/kakenya_ntaiya_empower_a_girl_transform_a_community,1900000,59000
https://ted.com/talks/rana_abdelhamid_3_lessons_on_starting_a_movement_from_a_self_defense_trailblazer,1900000,58000
https://ted.com/talks/kenny_coogan_the_wild_world_of_carnivorous_plants,1700000,52000
https://ted.com/talks/kashfia_rahman_how_risk_taking_changes_a_teenager_s_brain,2300000,71000
https://ted.com/talks/keith_kirkland_wearable_tech_that_helps_you_navigate_by_touch,1800000,54000
https://ted.com/talks/levon_biss_macro_portraits_of_microscopic_insects,6700,202
https://ted.com/talks/nora_mcinerny_we_don_t_move_on_from_grief_we_move_forward_with_it,6000000,182000
https://ted.com/talks/jean_baptiste_p_koehl_why_are_earthquakes_so_hard_to_predict,793000,23000
https://ted.com/talks/eve_pearlman_how_to_lead_a_conversation_between_people_who_disagree,3000000,91000
https://ted.com/talks/yuko_morita_why_we_need_more_dogs_in_hospitals,49000,1400
https://ted.com/talks/christopher_robichaud_how_i_used_dungeons_dragons_to_teach_ethics,44000,1300
https://ted.com/talks/rosalind_picard_an_ai_smartwatch_that_detects_seizures,2000000,60000
https://ted.com/talks/m_jackson_how_to_grow_a_glacier,464000,13000
https://ted.com/talks/muhammed_idris_what_refugees_need_to_start_new_lives,1800000,54000
https://ted.com/talks/worklife_with_adam_grant_the_office_without_a_holes,19000,578
https://ted.com/talks/helen_marriage_public_art_that_turns_cities_into_playgrounds_of_the_imagination,375000,11000
https://ted.com/talks/stacie_bosley_how_to_spot_a_pyramid_scheme,5200000,156000
https://ted.com/talks/kimberly_noble_how_does_income_affect_childhood_brain_development,2300000,70000
https://ted.com/talks/tim_seibles_first_kiss,455000,13000
https://ted.com/talks/alexander_macdonald_how_centuries_of_sci_fi_sparked_spaceflight,1700000,53000
https://ted.com/talks/chuck_murry_can_we_regenerate_heart_muscle_with_stem_cells,2000000,60000
https://ted.com/talks/nora_brown_east_virginia_john_brown_s_dream,301000,9000
https://ted.com/talks/iseult_gillespie_frida_kahlo_the_woman_behind_the_legend,1400000,42000
https://ted.com/talks/samy_nour_younes_a_short_history_of_trans_people_s_long_fight_for_equality,1900000,59000
https://ted.com/talks/alice_gorman_let_s_think_about_archaeology_on_the_moon,52000,1500
https://ted.com/talks/fatima_alzahra_a_alatraktchi_to_detect_diseases_earlier_let_s_speak_bacteria_s_secret_language,1900000,58000
https://ted.com/talks/david_ian_howe_a_brief_history_of_dogs,2600000,79000
https://ted.com/talks/victor_demaria_pesce_como_un_doctor_de_astronautas_capacita_al_cuerpo_para_el_espacio,14000,438
https://ted.com/talks/virginia_wotring_how_i_built_a_first_aid_kit_for_astronauts,26000,801
https://ted.com/talks/moriba_jah_why_we_need_to_clean_up_our_space_debris,15000,478
https://ted.com/talks/frans_von_der_dunk_the_importance_of_space_lawyers,17000,533
https://ted.com/talks/rebecca_brachman_a_new_class_of_drug_that_could_prevent_depression_and_ptsd,2300000,71000
https://ted.com/talks/pazit_cahlon_and_alex_gendler_what_machiavellian_really_means,2200000,66000
https://ted.com/talks/esha_alwani_what_it_s_like_to_have_tourette_s_and_how_music_gives_me_back_control,520000,15000
https://ted.com/talks/marjan_van_aubel_the_beautiful_future_of_solar_power,900000,27000
https://ted.com/talks/iseult_gillespie_the_wicked_wit_of_jane_austen,1400000,42000
https://ted.com/talks/olympia_della_flora_creative_ways_to_get_kids_to_thrive_in_school,2400000,74000
https://ted.com/talks/noah_wilson_rich_how_you_can_help_save_the_bees_one_hive_at_a_time,1900000,57000
https://ted.com/talks/pedro_brugarolas_why_do_hospitals_have_particle_accelerators,270000,8100
https://ted.com/talks/amanda_williams_why_i_turned_chicago_s_abandoned_homes_into_art,352000,10000
https://ted.com/talks/daniel_finkel_can_you_solve_the_unstoppable_blob_riddle,5800000,174000
https://ted.com/talks/phil_plait_the_secret_to_scientific_discoveries_making_mistakes,1900000,57000
https://ted.com/talks/kriti_sharma_how_to_keep_human_bias_out_of_ai,2200000,68000
https://ted.com/talks/crush_club_my_man_bohanna_we_dance,179000,5300
https://ted.com/talks/valentin_hammoudi_how_tall_can_a_tree_grow,1200000,38000
https://ted.com/talks/thomas_curran_our_dangerous_obsession_with_perfectionism_is_getting_worse,3000000,90000
https://ted.com/talks/jordan_raskopoulos_how_i_live_with_high_functioning_anxiety,1900000,57000
https://ted.com/talks/olivia_remes_how_to_cope_with_anxiety,3800000,115000
https://ted.com/talks/sarah_t_stewart_where_did_the_moon_come_from_a_new_theory,3100000,93000
https://ted.com/talks/lillian_faderman_harvey_milk_s_radical_vision_of_equality,225000,6700
https://ted.com/talks/jenna_weiner_reimagining_gender_inclusivity_in_sports,22000,684
https://ted.com/talks/tom_thum_and_matthew_broadhurst_what_happens_in_your_throat_when_you_beatbox,469000,14000
https://ted.com/talks/nikki_sanchez_what_you_can_do_about_your_country_s_ugly_history,139000,4100
https://ted.com/talks/nick_pizzo_the_physics_of_surfing,437000,13000
https://ted.com/talks/maisie_williams_why_talent_carries_you_further_than_fame,4700000,142000
https://ted.com/talks/yvonne_van_amerongen_the_dementia_village_that_s_redefining_elder_care,1900000,57000
https://ted.com/talks/eugenia_cheng_an_unexpected_tool_for_understanding_inequality_abstract_math,589000,17000
https://ted.com/talks/iseult_gillespie_why_should_you_read_sylvia_plath,1400000,44000
https://ted.com/talks/raphael_rose_how_failure_cultivates_resilience,321000,9600
https://ted.com/talks/aparna_pallavi_why_we_need_to_reclaim_vanishing_food_cultures,21000,651
https://ted.com/talks/t_morgan_dixon_and_vanessa_garrison_the_most_powerful_woman_you_ve_never_heard_of,2000000,60000
https://ted.com/talks/dina_zielinski_how_we_can_store_digital_data_in_dna,1900000,57000
https://ted.com/talks/damion_searls_how_does_the_rorschach_inkblot_test_work,6400000,194000
https://ted.com/talks/cesar_hidalgo_una_idea_osada_para_reemplazar_a_los_politicos,39000,1100
https://ted.com/talks/cesar_hidalgo_a_bold_idea_to_replace_politicians,2200000,66000
https://ted.com/talks/michelle_mehrtens_the_historic_women_s_suffrage_march_on_washington,426000,12000
https://ted.com/talks/majd_mashharawi_how_i_m_making_bricks_out_of_ashes_and_rubble_in_gaza,1600000,48000
https://ted.com/talks/fernando_salem_como_los_ninos_pueden_aprender_historia,243000,7200
https://ted.com/talks/caro_verbeek_the_historical_significance_of_smell,25000,772
https://ted.com/talks/dr_turi_king_king_richard_iii_solving_a_500_year_old_cold_case,82000,2400
https://ted.com/talks/keith_lowe_why_we_need_to_stop_obsessing_over_world_war_ii,125000,3700
https://ted.com/talks/juliet_brophy_how_a_new_species_of_ancestors_is_changing_our_theory_of_human_evolution,2400000,73000
https://ted.com/talks/jordana_moore_saggese_the_chaotic_brilliance_of_artist_jean_michel_basquiat,900000,27000
https://ted.com/talks/farida_nabourema_is_your_country_at_risk_of_becoming_a_dictatorship_here_s_how_to_know,1800000,54000
https://ted.com/talks/pat_crowley_want_to_help_save_the_world_eat_more_insects,14000,435
https://ted.com/talks/karl_skjonnemand_the_self_assembling_computer_chips_of_the_future,1700000,52000
https://ted.com/talks/daniel_finkel_can_you_solve_the_jail_break_riddle,3400000,103000
https://ted.com/talks/lindy_lou_isonhood_a_juror_s_reflections_on_the_death_penalty,1700000,52000
https://ted.com/talks/ayana_jamieson_and_moya_bailey_why_should_you_read_sci_fi_superstar_octavia_e_butler,350000,10000
https://ted.com/talks/peggy_weil_visualizing_climate_change_through_space_and_time,5000,151
https://ted.com/talks/ronald_rael_an_architect_s_subversive_reimagining_of_the_us_mexico_border_wall,1600000,49000
https://ted.com/talks/dolores_huerta_how_to_overcome_apathy_and_find_your_power,3900000,117000
https://ted.com/talks/christina_greer_an_unsung_hero_of_the_civil_rights_movement,404000,12000
https://ted.com/talks/ashweetha_shetty_how_education_helped_me_rewrite_my_life,2100000,65000
https://ted.com/talks/ilan_stavans_why_should_you_read_don_quixote,1700000,53000
https://ted.com/talks/david_lunney_the_life_cycle_of_a_neutron_star,1200000,36000
https://ted.com/talks/liz_kleinrock_how_to_teach_kids_to_talk_about_taboo_topics,2200000,68000
https://ted.com/talks/iseult_gillespie_why_should_you_read_flannery_o_connor,332000,9900
https://ted.com/talks/jeanne_pinder_what_if_all_us_health_care_costs_were_transparent,2000000,62000
https://ted.com/talks/venus_keus_three_ways_the_universe_could_end,2000000,60000
https://ted.com/talks/roy_bahat_and_bryn_freedman_how_do_we_find_dignity_at_work,2100000,65000
https://ted.com/talks/angela_oguntala_re_imagine_the_future,306000,9100
https://ted.com/talks/andrew_peek_how_your_personal_narrative_limits_your_future,120000,3600
https://ted.com/talks/graham_worthy_the_future_of_our_coastal_systems,12000,382
https://ted.com/talks/yannick_roudaut_how_today_s_truths_shape_tomorrow_s_possibilities,391000,11000
https://ted.com/talks/michael_benton_mass_extinctions_and_the_future_of_life_on_earth,127000,3800
https://ted.com/talks/lindiwe_mazibuko_why_the_african_diaspora_is_crucial_to_the_continent_s_future,196000,5800
https://ted.com/talks/juan_enriquez_the_age_of_genetic_wonder_feb_2019,2100000,63000
https://ted.com/talks/anne_gaskett_the_sexual_deception_of_orchids,512000,15000
https://ted.com/talks/aja_monet_and_phillip_agnew_a_love_story_about_the_power_of_art_as_organizing,3300000,99000
https://ted.com/talks/glenn_cantave_the_case_for_ar_and_vr_in_activism,5700,172
https://ted.com/talks/steven_petrow_3_ways_to_practice_civility,1800000,56000
https://ted.com/talks/christina_greer_notes_of_a_native_son_the_world_according_to_james_baldwin,991000,29000
https://ted.com/talks/dropbox_how_one_team_turned_a_sprint_project_into_a_marathon_success,31000,947
https://ted.com/talks/p_j_parmar_how_doctors_can_help_low_income_patients_and_still_make_a_profit,1900000,58000
https://ted.com/talks/mathias_basner_why_noise_is_bad_for_your_health_and_what_you_can_do_about_it,2200000,66000
https://ted.com/talks/michael_s_a_graziano_what_is_consciousness,1200000,36000
https://ted.com/talks/schuyler_bailar_my_story_of_perseverance_as_a_trans_swimming_champion,23000,706
https://ted.com/talks/shad_begum_how_women_in_pakistan_are_creating_political_change,1600000,48000
https://ted.com/talks/anirudh_sharma_ink_made_of_air_pollution,562000,16000
https://ted.com/talks/stefan_al_will_there_ever_be_a_mile_high_skyscraper,2200000,67000
https://ted.com/talks/julian_burschka_what_your_breath_could_reveal_about_your_health,2300000,70000
https://ted.com/talks/danielle_r_moss_how_we_can_help_the_forgotten_middle_reach_their_full_potential,2000000,60000
https://ted.com/talks/iseult_gillespie_why_should_you_read_shakespeare_s_the_tempest,923000,27000
https://ted.com/talks/sarah_barmak_the_uncomplicated_truth_about_women_s_sexuality,2500000,76000
https://ted.com/talks/christina_greer_how_one_journalist_risked_her_life_to_hold_murderers_accountable,1000000,31000
https://ted.com/talks/juliana_delgado_lopera_the_poetry_of_everyday_speech,73000,2200
https://ted.com/talks/laura_bates_everyday_sexism,1400000,42000
https://ted.com/talks/matt_beane_how_do_we_learn_to_work_with_intelligent_machines,1900000,57000
https://ted.com/talks/patty_mccord_8_lessons_on_building_a_company_people_enjoy_working_for,3600000,109000
https://ted.com/talks/thea_holcomb_how_peer_educators_can_transform_sex_education,300000,9000
https://ted.com/talks/sophia_wallace_a_case_for_cliteracy,1000000,31000
https://ted.com/talks/terri_conley_we_need_to_rethink_casual_sex,291000,8700
https://ted.com/talks/david_puts_to_find_your_perfect_mate_think_like_an_evolutionist,262000,7800
https://ted.com/talks/pere_estupinya_the_science_of_sex,649000,19000
https://ted.com/talks/ruby_sales_how_we_can_start_to_heal_the_pain_of_racial_division,1700000,53000
https://ted.com/talks/jennifer_verduin_how_do_ocean_currents_work,1800000,55000
https://ted.com/talks/leland_melvin_an_astronaut_s_story_of_curiosity_perspective_and_change,1800000,55000
https://ted.com/talks/emily_quinn_the_way_we_think_about_biological_sex_is_wrong,2700000,82000
https://ted.com/talks/kasha_patel_the_benefits_of_using_comedy_to_explain_science,21000,633
https://ted.com/talks/marian_wright_edelman_reflections_from_a_lifetime_fighting_to_end_child_poverty,1400000,43000
https://ted.com/talks/melinda_babits_do_insects_have_personalities,8400,254
https://ted.com/talks/sean_davis_can_we_solve_global_warming_lessons_from_how_we_protected_the_ozone_layer,2000000,61000
https://ted.com/talks/greta_thunberg_the_disarming_case_to_act_right_now_on_climate_change,6000000,181000
https://ted.com/talks/daniel_finkel_can_you_solve_the_vampire_hunter_riddle,2600000,80000
https://ted.com/talks/soraya_chemaly_the_power_of_women_s_anger,2400000,73000
https://ted.com/talks/nicaila_matthews_okome_this_is_the_side_hustle_revolution,2400000,72000
https://ted.com/talks/tim_harford_a_powerful_way_to_unleash_your_natural_creativity,5300000,160000
https://ted.com/talks/mai_lan_autopilote_pumper,179000,5300
https://ted.com/talks/andrea_m_henle_how_crispr_lets_you_edit_dna,946000,28000
https://ted.com/talks/debora_mesa_molina_stunning_buildings_made_from_raw_imperfect_materials,616000,18000
https://ted.com/talks/jonathan_wilker_what_sticky_sea_creatures_can_teach_us_about_making_glue,392000,11000
https://ted.com/talks/mike_robbins_the_power_of_appreciation,653000,19000
https://ted.com/talks/tiana_epps_johnson_what_s_needed_to_bring_the_us_voting_system_into_the_21st_century,1500000,46000
https://ted.com/talks/iseult_gillespie_why_should_you_read_fahrenheit_451,2600000,78000
https://ted.com/talks/kotchakorn_voraakhom_how_to_transform_sinking_cities_into_landscapes_that_fight_floods,1900000,57000
https://ted.com/talks/amy_price_azano_the_ruralities_of_autism,27000,828
https://ted.com/talks/nathalia_holt_how_stigma_shaped_modern_medicine,36000,1000
https://ted.com/talks/priyanka_jain_how_to_make_applying_for_jobs_less_painful,805000,24000
https://ted.com/talks/cecile_richards_the_political_progress_women_have_made_and_what_s_next,1800000,55000
https://ted.com/talks/ladama_how_music_crosses_cultures_and_empowers_communities,192000,5700
https://ted.com/talks/casey_gerald_embrace_your_raw_strange_magic,2200000,66000
https://ted.com/talks/akash_manoj_a_life_saving_device_that_detects_silent_heart_attacks,1900000,58000
https://ted.com/talks/anne_f_broadbridge_a_day_in_the_life_of_a_mongolian_queen,1800000,55000
https://ted.com/talks/katharine_wilkinson_how_empowering_women_and_girls_can_help_stop_global_warming,1900000,59000
https://ted.com/talks/iseult_gillespie_the_myth_of_pandora_s_box,6600000,200000
https://ted.com/talks/monique_w_morris_why_black_girls_are_targeted_for_punishment_at_school_and_how_to_change_that,1900000,57000
https://ted.com/talks/scott_williams_the_impact_of_a_ted_talk_one_year_later,8700,263
https://ted.com/talks/renzo_vitale_drottning_kristina,3900,119
https://ted.com/talks/kathy_vinokurov_challenging_the_perception_of_belonging,27000,830
https://ted.com/talks/daniel_sherling_how_we_use_a_shipping_container_to_spark_scientific_curiosity,9000,272
https://ted.com/talks/doreen_koenning_can_sharks_help_us_fight_cancer,16000,480
https://ted.com/talks/sarah_klein_the_possibilities_of_human_centric_lighting,7800,236
https://ted.com/talks/lars_jonsson_healthcare_anthem_of_merck_kgaa_darmstadt_germany,2500,75
https://ted.com/talks/vikas_jaitely_how_we_can_fight_antibiotic_resistant_superbugs_with_a_new_class_of_vaccines,9100,273
https://ted.com/talks/boris_hesser_a_grassroots_healthcare_revolution_in_africa,4900,148
https://ted.com/talks/deutsche_philharmonie_merck_part_ii_the_journey_through_time_ruslan_and_lyudmila,1300,40
https://ted.com/talks/gunjan_bhardwaj_how_blockchain_and_ai_can_help_us_decipher_medicine_s_big_data,12000,385
https://ted.com/talks/george_blair_west_3_ways_to_build_a_happy_marriage_and_avoid_divorce,3900000,117000
https://ted.com/talks/helen_m_farrell_the_truth_about_electroconvulsive_therapy_ect,733000,21000
https://ted.com/talks/tony_luciani_a_mother_and_son_s_photographic_journey_through_dementia,646000,19000
https://ted.com/talks/matt_mullenweg_why_working_from_home_is_good_for_business,3100000,93000
https://ted.com/talks/maryn_mckenna_antibiotics_changed_our_food_here_s_how_to_change_it_back,67000,2000
https://ted.com/talks/shohini_ghose_a_beginner_s_guide_to_quantum_computing,4600000,139000
https://ted.com/talks/alex_gendler_can_you_solve_the_multiplying_rabbits_riddle,2900000,89000
https://ted.com/talks/karissa_sanbonmatsu_the_biology_of_gender_from_dna_to_the_brain,2600000,78000
https://ted.com/talks/danae_wolfe_why_we_need_bugs,53000,1600
https://ted.com/talks/renzo_vitale_what_should_electric_cars_sound_like,1900000,57000
https://ted.com/talks/chiki_sarkar_how_india_s_smartphone_revolution_is_creating_a_new_generation_of_readers_and_writers,1600000,49000
https://ted.com/talks/brooke_buddemeier_and_jessica_s_wieder_can_you_survive_nuclear_fallout,1600000,49000
https://ted.com/talks/martin_danoesastro_what_are_you_willing_to_give_up_to_change_the_way_we_work,2300000,69000
https://ted.com/talks/scott_a_mellor_how_thor_got_his_hammer,12000000,366000
https://ted.com/talks/paula_stone_williams_and_jonathan_williams_the_story_of_a_parent_s_transition_and_a_son_s_redemption,1600000,50000
https://ted.com/talks/wendy_de_la_rosa_3_psychological_tricks_to_help_you_save_money,3600000,109000
https://ted.com/talks/ronald_murray_the_language_of_ballroom_culture,110000,3300
https://ted.com/talks/lydia_machova_the_secrets_of_learning_a_new_language,13000000,403000
https://ted.com/talks/eva_maria_geigl_the_history_of_the_world_according_to_cats,6600000,198000
https://ted.com/talks/elizabeth_lyle_how_to_break_bad_management_habits_before_they_reach_the_next_generation_of_leaders,2600000,79000
https://ted.com/talks/dan_finkel_5_ways_to_share_math_with_kids,1100000,34000
https://ted.com/talks/emmanuel_schanzer_why_is_algebra_so_hard_the_answer_is_surprisingly_simple,436000,13000
https://ted.com/talks/eddie_woo_how_math_is_our_real_sixth_sense,2300000,71000
https://ted.com/talks/jan_rader_in_the_opioid_crisis_here_s_what_it_takes_to_save_a_life,1900000,57000
https://ted.com/talks/ariana_curtis_museums_should_honor_the_everyday_not_just_the_extraordinary,3200000,98000
https://ted.com/talks/daniel_finkel_can_you_solve_the_troll_s_paradox_riddle,2600000,78000
https://ted.com/talks/dana_kanze_the_real_reason_female_entrepreneurs_get_less_funding,2000000,62000
https://ted.com/talks/rebecca_love_how_nurses_can_help_drive_healthcare_innovation,118000,3500
https://ted.com/talks/alex_rosenthal_the_joyful_perplexing_world_of_puzzle_hunts,465000,13000
https://ted.com/talks/darrick_hamilton_how_baby_bonds_could_help_close_the_wealth_gap,1600000,49000
https://ted.com/talks/eldridge_adams_can_animals_be_deceptive,627000,18000
https://ted.com/talks/the_ted_interview_sir_ken_robinson_still_wants_an_education_revolution,261000,7800
https://ted.com/talks/neylan_mcbaine_lessons_from_utah_s_legacy_of_women_s_suffrage,4600,138
https://ted.com/talks/eldra_jackson_how_i_unlearned_dangerous_lessons_about_masculinity,1700000,51000
https://ted.com/talks/julie_chang_why_we_need_to_design_cameras_for_robots,3700,111
https://ted.com/talks/fiona_radford_from_slave_to_rebel_gladiator_the_life_of_spartacus,4700000,143000
https://ted.com/talks/li_wei_tan_the_fascinating_science_of_bubbles_from_soap_to_champagne,576000,17000
https://ted.com/talks/michael_c_bush_this_is_what_makes_employees_happy_at_work,3200000,97000
https://ted.com/talks/katharine_hayhoe_the_most_important_thing_you_can_do_to_fight_climate_change_talk_about_it,3900000,118000
https://ted.com/talks/paul_s_kindstedt_a_brie_f_history_of_cheese,11000000,358000
https://ted.com/talks/madame_gandhi_and_amber_galloway_gallego_music_with_a_message_should_be_accessible,257000,7700
https://ted.com/talks/douglas_rushkoff_how_to_be_team_human_in_the_digital_future,1700000,53000
